account number,name,sku,quantity,unit price,ext price,date
146832,Kiehn-Spinka,B1-33087,20,16.28,325.6,2014-03-20 02:53:47
218895,Kulas Inc,S1-06532,12,99.3,1191.6,2014-03-20 09:49:19
604255,"Halvorson, Crona and Champlin",S2-78676,25,42.08,1052,2014-03-20 19:43:21
527099,Sanford and Sons,S1-27722,34,69.76,2371.84,2014-03-21 03:36:29
604255,"Halvorson, Crona and Champlin",B1-33087,28,61.35,1717.8,2014-03-21 05:41:09
672390,Kuhn-Gusikowski,B1-86481,44,12.48,549.12,2014-03-21 05:49:17
688981,Keeling LLC,S2-34077,49,91.8,4498.2,2014-03-21 19:20:17
604255,"Halvorson, Crona and Champlin",S2-00301,35,24.33,851.55,2014-03-21 20:12:32
688981,Keeling LLC,S1-30248,10,88.76,887.6,2014-03-22 08:57:21
786968,"Frami, Hills and Schmidt",S1-93683,6,76.56,459.36,2014-03-22 11:19:22
729833,Koepp Ltd,S2-11481,18,31.43,565.74,2014-03-22 12:27:11
527099,Sanford and Sons,B1-53102,17,57.52,977.84,2014-03-22 17:29:49
737550,"Fritsch, Russel and Anderson",S2-11481,47,49.22,2313.34,2014-03-22 23:44:18
786968,"Frami, Hills and Schmidt",B1-20000,28,82.3,2304.4,2014-03-23 03:14:06
424914,White-Trantow,B1-33364,17,94.22,1601.74,2014-03-23 10:07:48
737550,"Fritsch, Russel and Anderson",S1-93683,22,18.19,400.18,2014-03-23 10:33:33
672390,Kuhn-Gusikowski,S2-83881,23,16.45,378.35,2014-03-23 15:17:11
527099,Sanford and Sons,S1-82801,33,24.52,809.16,2014-03-23 18:17:56
714466,Trantow-Barrows,S2-34077,39,94.52,3686.28,2014-03-24 00:11:45
688981,Keeling LLC,S1-93683,14,16.6,232.4,2014-03-24 04:09:03
412290,Jerde-Hilpert,B1-38851,36,71.97,2590.92,2014-03-24 12:48:26
383080,Will LLC,S1-50961,15,95.49,1432.35,2014-03-24 18:17:39
604255,"Halvorson, Crona and Champlin",S2-77896,23,64.91,1492.93,2014-03-24 19:21:21
141962,Herman LLC,S1-06532,41,83.61,3428.01,2014-03-24 23:36:24
527099,Sanford and Sons,B1-33364,14,52.22,731.08,2014-03-25 08:26:19
688981,Keeling LLC,B1-04202,28,66.71,1867.88,2014-03-25 13:58:13
424914,White-Trantow,S2-23246,13,84.64,1100.32,2014-03-25 17:21:03
163416,Purdy-Kunde,B1-33087,30,32.14,964.2,2014-03-26 00:12:27
218895,Kulas Inc,S1-50961,49,93.69,4590.81,2014-03-26 02:23:16
688981,Keeling LLC,S1-06532,23,70.8,1628.4,2014-03-26 06:23:07
786968,"Frami, Hills and Schmidt",B1-53636,31,37.51,1162.81,2014-03-26 07:24:28
412290,Jerde-Hilpert,S2-77896,23,62.27,1432.21,2014-03-26 10:02:10
218895,Kulas Inc,S1-27722,11,78.64,865.04,2014-03-26 23:07:48
642753,Pollich LLC,S1-47412,46,20.98,965.08,2014-03-27 01:28:34
257198,"Cronin, Oberbrunner and Spencer",S2-00301,19,41.81,794.39,2014-03-27 03:52:01
786968,"Frami, Hills and Schmidt",S1-47412,43,62.78,2699.54,2014-03-27 06:31:31
146832,Kiehn-Spinka,S1-65481,9,42.52,382.68,2014-03-27 07:23:53
688981,Keeling LLC,B1-38851,21,21.5,451.5,2014-03-27 09:54:17
688981,Keeling LLC,B1-38851,39,89.69,3497.91,2014-03-27 16:14:21
257198,"Cronin, Oberbrunner and Spencer",S1-30248,11,58.82,647.02,2014-03-27 20:40:13
412290,Jerde-Hilpert,S2-82423,14,13.98,195.72,2014-03-28 06:21:36
714466,Trantow-Barrows,B1-86481,6,97.21,583.26,2014-03-28 14:43:13
239344,Stokes LLC,S2-77896,10,91.51,915.1,2014-03-28 20:08:07
239344,Stokes LLC,S2-11481,19,18.89,358.91,2014-03-29 02:48:16
714466,Trantow-Barrows,S1-06532,46,56.79,2612.34,2014-03-29 05:19:56
383080,Will LLC,S1-82801,38,39.94,1517.72,2014-03-29 05:20:21
424914,White-Trantow,B1-69924,19,32.8,623.2,2014-03-29 11:11:17
383080,Will LLC,B1-33087,19,56.74,1078.06,2014-03-30 00:51:08
604255,"Halvorson, Crona and Champlin",B1-53102,32,86.77,2776.64,2014-03-30 01:14:16
729833,Koepp Ltd,S1-82801,28,92.14,2579.92,2014-03-30 05:44:04
257198,"Cronin, Oberbrunner and Spencer",S2-77896,4,23.04,92.16,2014-03-30 18:12:17
424914,White-Trantow,B1-38851,9,76.17,685.53,2014-03-30 23:20:58
239344,Stokes LLC,B1-05914,-1,57.02,-57.02,2014-03-31 06:08:18
604255,"Halvorson, Crona and Champlin",S2-78676,18,57.02,1026.36,2014-03-31 06:53:52
218895,Kulas Inc,S2-34077,49,59.88,2934.12,2014-03-31 08:09:41
737550,"Fritsch, Russel and Anderson",B1-65551,12,56.24,674.88,2014-03-31 08:43:24
642753,Pollich LLC,S1-93683,21,92.57,1943.97,2014-03-31 11:37:34
412290,Jerde-Hilpert,B1-20000,30,22.38,671.4,2014-03-31 21:41:31
307599,"Kassulke, Ondricka and Metz",S2-16558,46,56.04,2577.84,2014-03-31 22:11:22
672390,Kuhn-Gusikowski,B1-04202,19,27.86,529.34,2014-03-31 23:13:14
383080,Will LLC,S2-34077,19,52.21,991.99,2014-04-01 02:27:22
714466,Trantow-Barrows,S2-00301,8,65.91,527.28,2014-04-01 17:59:55
307599,"Kassulke, Ondricka and Metz",B1-65551,48,43.44,2085.12,2014-04-01 20:48:35
307599,"Kassulke, Ondricka and Metz",S2-10342,37,18.44,682.28,2014-04-01 21:27:10
218895,Kulas Inc,S2-77896,5,52.86,264.3,2014-04-01 22:57:04
218895,Kulas Inc,S1-47412,42,93.63,3932.46,2014-04-02 02:27:06
729833,Koepp Ltd,S1-30248,2,68.02,136.04,2014-04-02 07:32:39
604255,"Halvorson, Crona and Champlin",S1-06532,24,11.21,269.04,2014-04-02 19:25:34
786968,"Frami, Hills and Schmidt",S2-16558,10,44.95,449.5,2014-04-03 05:19:42
672390,Kuhn-Gusikowski,S2-11481,37,33.2,1228.4,2014-04-03 14:06:35
424914,White-Trantow,S1-27722,33,62.22,2053.26,2014-04-03 21:12:30
257198,"Cronin, Oberbrunner and Spencer",S2-34077,29,31.26,906.54,2014-04-04 00:17:36
642753,Pollich LLC,B1-86481,32,68.69,2198.08,2014-04-04 02:52:28
740150,Barton LLC,S1-06532,49,31.86,1561.14,2014-04-04 06:15:16
239344,Stokes LLC,S1-82801,1,40.61,40.61,2014-04-04 07:42:27
239344,Stokes LLC,B1-33087,40,85.11,3404.4,2014-04-04 23:13:45
412290,Jerde-Hilpert,B1-33364,46,72.58,3338.68,2014-04-05 03:44:22
714466,Trantow-Barrows,B1-33087,5,67.72,338.6,2014-04-05 04:07:33
672390,Kuhn-Gusikowski,B1-65551,9,87.71,789.39,2014-04-05 22:06:44
424914,White-Trantow,S1-06532,45,35,1575,2014-04-05 23:11:43
412290,Jerde-Hilpert,S1-47412,7,76.5,535.5,2014-04-06 03:44:03
163416,Purdy-Kunde,S2-00301,2,52.81,105.62,2014-04-06 08:15:40
218895,Kulas Inc,S1-93683,19,50.9,967.1,2014-04-06 08:46:03
424914,White-Trantow,S1-27722,28,23.64,661.92,2014-04-06 10:32:50
786968,"Frami, Hills and Schmidt",S2-16558,10,17.95,179.5,2014-04-06 17:35:46
729833,Koepp Ltd,S2-16558,45,46.68,2100.6,2014-04-06 20:27:21
672390,Kuhn-Gusikowski,S1-47412,2,59.83,119.66,2014-04-06 23:26:08
688981,Keeling LLC,B1-38851,31,86.01,2666.31,2014-04-07 01:25:45
604255,"Halvorson, Crona and Champlin",B1-04202,16,72.26,1156.16,2014-04-07 08:38:08
737550,"Fritsch, Russel and Anderson",S1-27722,44,16.54,727.76,2014-04-08 00:03:42
642753,Pollich LLC,S2-82423,38,77.12,2930.56,2014-04-08 01:39:21
688981,Keeling LLC,S1-65481,16,30.14,482.24,2014-04-08 08:13:40
737550,"Fritsch, Russel and Anderson",S2-11481,48,31.3,1502.4,2014-04-08 11:57:36
412290,Jerde-Hilpert,S1-50961,25,91.04,2276,2014-04-08 22:00:59
714466,Trantow-Barrows,B1-50809,44,60.29,2652.76,2014-04-09 02:01:29
412290,Jerde-Hilpert,S1-47412,40,18.32,732.8,2014-04-09 02:16:20
740150,Barton LLC,S2-82423,33,90.51,2986.83,2014-04-09 09:33:56
527099,Sanford and Sons,S2-16558,36,90.77,3267.72,2014-04-09 22:23:00
218895,Kulas Inc,B1-38851,37,28.81,1065.97,2014-04-09 22:56:24
740150,Barton LLC,B1-50809,38,27.6,1048.8,2014-04-10 00:40:23
424914,White-Trantow,B1-04202,41,99.22,4068.02,2014-04-10 20:38:42
141962,Herman LLC,B1-33364,48,33.97,1630.56,2014-04-11 04:35:58
146832,Kiehn-Spinka,B1-20000,26,74.17,1928.42,2014-04-11 05:31:30
740150,Barton LLC,B1-38851,10,44.06,440.6,2014-04-11 07:25:41
729833,Koepp Ltd,S2-77896,14,15.89,222.46,2014-04-11 07:53:33
729833,Koepp Ltd,S1-82801,20,46.91,938.2,2014-04-11 10:48:51
740150,Barton LLC,B1-65551,7,32.34,226.38,2014-04-11 17:26:55
688981,Keeling LLC,B1-69924,31,73.11,2266.41,2014-04-11 19:14:38
786968,"Frami, Hills and Schmidt",B1-50809,25,94.77,2369.25,2014-04-11 20:18:59
424914,White-Trantow,S2-82423,1,56.56,56.56,2014-04-11 22:04:06
714466,Trantow-Barrows,S2-77896,22,39.42,867.24,2014-04-11 23:22:52
412290,Jerde-Hilpert,B1-05914,6,37.33,223.98,2014-04-12 21:56:19
688981,Keeling LLC,S2-78676,28,35.74,1000.72,2014-04-13 07:18:03
141962,Herman LLC,B1-50809,33,56.56,1866.48,2014-04-13 13:03:44
239344,Stokes LLC,S1-65481,28,86.31,2416.68,2014-04-13 22:21:23
604255,"Halvorson, Crona and Champlin",S2-10342,4,38.9,155.6,2014-04-13 23:42:05
729833,Koepp Ltd,B1-65551,49,18.43,903.07,2014-04-14 03:44:48
424914,White-Trantow,S2-16558,28,76.94,2154.32,2014-04-14 06:15:25
424914,White-Trantow,S2-82423,29,15.21,441.09,2014-04-14 07:51:20
239344,Stokes LLC,S1-65481,1,51.46,51.46,2014-04-14 08:54:12
672390,Kuhn-Gusikowski,B1-53102,22,85.59,1882.98,2014-04-14 09:06:21
527099,Sanford and Sons,S1-27722,41,87.86,3602.26,2014-04-14 18:36:11
383080,Will LLC,B1-20000,40,51.73,2069.2,2014-04-14 22:44:58
383080,Will LLC,S2-10342,15,76.75,1151.25,2014-04-15 02:57:43
383080,Will LLC,S1-50961,7,55.89,391.23,2014-04-15 11:15:50
383080,Will LLC,B1-38851,3,55.51,166.53,2014-04-15 12:37:55
729833,Koepp Ltd,S2-00301,7,15.71,109.97,2014-04-15 16:02:41
239344,Stokes LLC,B1-65551,31,42.22,1308.82,2014-04-15 21:52:35
672390,Kuhn-Gusikowski,B1-38851,30,20.59,617.7,2014-04-16 04:42:52
737550,"Fritsch, Russel and Anderson",B1-69924,8,53.13,425.04,2014-04-16 05:21:48
257198,"Cronin, Oberbrunner and Spencer",B1-33087,22,15.28,336.16,2014-04-16 06:41:39
239344,Stokes LLC,B1-33364,3,14.43,43.29,2014-04-16 07:22:47
740150,Barton LLC,B1-38851,32,28.19,902.08,2014-04-16 19:11:53
163416,Purdy-Kunde,B1-04202,27,52.9,1428.3,2014-04-17 05:18:33
141962,Herman LLC,S2-77896,1,79.61,79.61,2014-04-17 07:56:32
740150,Barton LLC,B1-69924,-1,65.45,-65.45,2014-04-17 08:46:36
146832,Kiehn-Spinka,S1-47412,17,96.43,1639.31,2014-04-17 11:11:48
141962,Herman LLC,S1-82801,44,18.24,802.56,2014-04-18 12:02:39
307599,"Kassulke, Ondricka and Metz",S2-83881,35,88.43,3095.05,2014-04-18 13:37:56
714466,Trantow-Barrows,B1-50809,24,19.66,471.84,2014-04-18 18:33:44
729833,Koepp Ltd,S1-06532,24,77.06,1849.44,2014-04-18 21:24:34
642753,Pollich LLC,S1-82801,32,51.45,1646.4,2014-04-18 23:12:06
146832,Kiehn-Spinka,S2-10342,13,71.77,933.01,2014-04-19 10:00:23
729833,Koepp Ltd,S1-50961,14,43.43,608.02,2014-04-19 11:23:47
642753,Pollich LLC,B1-20000,13,82.45,1071.85,2014-04-20 11:42:39
642753,Pollich LLC,S1-27722,25,28.41,710.25,2014-04-20 16:30:13
729833,Koepp Ltd,B1-20000,42,96.85,4067.7,2014-04-20 18:07:10
383080,Will LLC,B1-20000,5,64.5,322.5,2014-04-20 20:29:18
383080,Will LLC,S1-30248,16,60.97,975.52,2014-04-21 04:20:38
163416,Purdy-Kunde,S2-82423,43,19.92,856.56,2014-04-21 07:41:13
218895,Kulas Inc,S2-82423,22,29.83,656.26,2014-04-21 22:45:00
307599,"Kassulke, Ondricka and Metz",B1-33087,10,74.39,743.9,2014-04-22 00:07:00
604255,"Halvorson, Crona and Champlin",S1-47412,44,91.16,4011.04,2014-04-22 02:11:22
527099,Sanford and Sons,B1-50809,45,86.6,3897,2014-04-22 09:13:36
672390,Kuhn-Gusikowski,B1-33364,43,37.26,1602.18,2014-04-22 18:58:00
424914,White-Trantow,S1-93683,15,85.35,1280.25,2014-04-23 02:30:16
163416,Purdy-Kunde,B1-38851,36,67.07,2414.52,2014-04-23 09:13:29
729833,Koepp Ltd,S1-47412,39,87.78,3423.42,2014-04-23 16:26:03
740150,Barton LLC,S2-83881,6,55.13,330.78,2014-04-23 20:11:54
527099,Sanford and Sons,S1-27722,14,57.54,805.56,2014-04-23 21:27:52
737550,"Fritsch, Russel and Anderson",B1-33087,47,84.11,3953.17,2014-04-24 01:09:24
786968,"Frami, Hills and Schmidt",B1-33364,9,38.68,348.12,2014-04-24 11:59:36
163416,Purdy-Kunde,S1-06532,17,70.1,1191.7,2014-04-24 12:28:00
383080,Will LLC,B1-05914,1,26.72,26.72,2014-04-24 17:00:20
737550,"Fritsch, Russel and Anderson",B1-38851,12,87.51,1050.12,2014-04-24 21:34:15
688981,Keeling LLC,S1-50961,42,16.61,697.62,2014-04-24 23:05:00
786968,"Frami, Hills and Schmidt",B1-53102,2,46.14,92.28,2014-04-25 05:25:57
257198,"Cronin, Oberbrunner and Spencer",B1-38851,19,79.41,1508.79,2014-04-25 18:57:16
146832,Kiehn-Spinka,S1-82801,11,72.42,796.62,2014-04-25 19:09:54
239344,Stokes LLC,B1-38851,30,95.5,2865,2014-04-25 19:49:12
786968,"Frami, Hills and Schmidt",S2-77896,47,33.99,1597.53,2014-04-25 21:57:30
257198,"Cronin, Oberbrunner and Spencer",S2-10342,4,16.54,66.16,2014-04-26 01:16:38
218895,Kulas Inc,S2-11481,31,95.2,2951.2,2014-04-26 12:33:17
737550,"Fritsch, Russel and Anderson",S2-77896,34,38.44,1306.96,2014-04-26 17:36:19
307599,"Kassulke, Ondricka and Metz",B1-05914,31,18.5,573.5,2014-04-27 11:24:45
714466,Trantow-Barrows,B1-05914,9,78.83,709.47,2014-04-27 15:59:49
424914,White-Trantow,S1-93683,38,73.85,2806.3,2014-04-27 16:02:19
239344,Stokes LLC,B1-20000,45,24.31,1093.95,2014-04-27 18:36:44
307599,"Kassulke, Ondricka and Metz",S2-83881,35,33.95,1188.25,2014-04-27 22:02:08
218895,Kulas Inc,S1-06532,12,87.37,1048.44,2014-04-28 07:14:39
424914,White-Trantow,S2-77896,39,69.42,2707.38,2014-04-28 11:47:39
740150,Barton LLC,B1-50809,37,59.73,2210.01,2014-04-28 16:39:54
424914,White-Trantow,S1-30248,26,46.35,1205.1,2014-04-28 19:49:33
218895,Kulas Inc,B1-50809,4,36.25,145,2014-04-28 22:53:39
412290,Jerde-Hilpert,B1-05914,6,52.31,313.86,2014-04-29 02:09:21
163416,Purdy-Kunde,S2-11481,33,22.55,744.15,2014-04-29 08:06:24
737550,"Fritsch, Russel and Anderson",S2-23246,8,42.14,337.12,2014-04-29 09:14:28
257198,"Cronin, Oberbrunner and Spencer",B1-33364,49,17.71,867.79,2014-04-29 09:37:34
672390,Kuhn-Gusikowski,B1-65551,30,84.71,2541.3,2014-04-29 15:35:38
412290,Jerde-Hilpert,B1-20000,12,33.91,406.92,2014-04-29 21:12:19
688981,Keeling LLC,S1-65481,49,37.23,1824.27,2014-04-29 23:37:42
527099,Sanford and Sons,S1-50961,24,32.18,772.32,2014-04-30 07:33:19
740150,Barton LLC,B1-53636,31,59.13,1833.03,2014-04-30 12:04:08
146832,Kiehn-Spinka,B1-04202,19,50.75,964.25,2014-04-30 22:13:31
688981,Keeling LLC,S2-16558,25,21.59,539.75,2014-05-01 08:44:00
737550,"Fritsch, Russel and Anderson",S2-00301,48,43.5,2088,2014-05-01 09:52:20
729833,Koepp Ltd,S1-50961,32,40.01,1280.32,2014-05-02 02:04:10
737550,"Fritsch, Russel and Anderson",S2-82423,36,43.85,1578.6,2014-05-02 17:24:53
218895,Kulas Inc,S1-65481,33,84.18,2777.94,2014-05-02 17:30:29
714466,Trantow-Barrows,S1-82801,10,40.64,406.4,2014-05-02 18:42:02
740150,Barton LLC,B1-65551,38,40.22,1528.36,2014-05-02 22:13:40
527099,Sanford and Sons,S1-65481,15,50.72,760.8,2014-05-03 03:04:30
527099,Sanford and Sons,S1-82801,46,44.45,2044.7,2014-05-03 06:59:30
257198,"Cronin, Oberbrunner and Spencer",S1-30248,6,15.04,90.24,2014-05-03 18:52:35
141962,Herman LLC,S2-23246,45,35.65,1604.25,2014-05-03 20:14:19
729833,Koepp Ltd,B1-33364,20,99.33,1986.6,2014-05-04 13:07:26
740150,Barton LLC,S2-82423,10,74.86,748.6,2014-05-04 14:41:38
714466,Trantow-Barrows,B1-38851,8,27.9,223.2,2014-05-04 18:21:59
146832,Kiehn-Spinka,S2-78676,12,23.5,282,2014-05-04 20:12:44
527099,Sanford and Sons,B1-05914,3,58.75,176.25,2014-05-05 15:27:15
714466,Trantow-Barrows,B1-05914,16,92.96,1487.36,2014-05-05 23:02:09
412290,Jerde-Hilpert,S1-30248,20,55.64,1112.8,2014-05-06 03:39:51
383080,Will LLC,B1-86481,22,80.47,1770.34,2014-05-06 07:57:27
218895,Kulas Inc,B1-20000,-1,20.53,-20.53,2014-05-06 13:31:26
786968,"Frami, Hills and Schmidt",S2-16558,24,52.49,1259.76,2014-05-06 16:35:28
527099,Sanford and Sons,S2-82423,37,61.77,2285.49,2014-05-07 06:55:27
740150,Barton LLC,B1-50809,31,53.93,1671.83,2014-05-07 08:33:27
737550,"Fritsch, Russel and Anderson",B1-05914,20,44.79,895.8,2014-05-07 13:25:41
688981,Keeling LLC,S1-82801,33,88.15,2908.95,2014-05-07 16:45:26
163416,Purdy-Kunde,S2-10342,12,42.59,511.08,2014-05-07 22:36:07
737550,"Fritsch, Russel and Anderson",B1-50809,38,75.13,2854.94,2014-05-07 22:50:51
257198,"Cronin, Oberbrunner and Spencer",B1-33087,31,37.78,1171.18,2014-05-08 03:09:57
163416,Purdy-Kunde,S1-47412,37,65.34,2417.58,2014-05-08 03:11:25
729833,Koepp Ltd,S1-27722,30,65.47,1964.1,2014-05-08 05:15:13
239344,Stokes LLC,S2-77896,9,85.51,769.59,2014-05-08 11:15:38
424914,White-Trantow,B1-33364,29,35.55,1030.95,2014-05-08 15:43:46
412290,Jerde-Hilpert,S2-77896,36,10.1,363.6,2014-05-08 17:45:22
642753,Pollich LLC,B1-69924,45,27.62,1242.9,2014-05-09 00:53:49
642753,Pollich LLC,B1-69924,4,61.4,245.6,2014-05-09 04:09:28
642753,Pollich LLC,B1-20000,15,96.74,1451.1,2014-05-10 00:27:04
218895,Kulas Inc,S2-34077,30,21.58,647.4,2014-05-10 08:35:34
729833,Koepp Ltd,S2-77896,14,67.03,938.42,2014-05-10 14:31:05
257198,"Cronin, Oberbrunner and Spencer",S1-47412,48,69.02,3312.96,2014-05-10 17:38:32
714466,Trantow-Barrows,S2-82423,23,74.25,1707.75,2014-05-10 19:15:12
383080,Will LLC,S1-06532,5,90.08,450.4,2014-05-11 00:45:57
688981,Keeling LLC,B1-69924,1,58.7,58.7,2014-05-11 01:15:13
307599,"Kassulke, Ondricka and Metz",S2-10342,6,24.11,144.66,2014-05-11 09:12:57
642753,Pollich LLC,B1-33364,1,80.48,80.48,2014-05-11 12:19:15
714466,Trantow-Barrows,S2-82423,25,11.46,286.5,2014-05-11 14:54:48
527099,Sanford and Sons,S2-10342,13,66.16,860.08,2014-05-11 20:53:44
786968,"Frami, Hills and Schmidt",S2-00301,19,58.74,1116.06,2014-05-12 01:39:33
218895,Kulas Inc,S2-00301,24,36.3,871.2,2014-05-12 06:28:18
737550,"Fritsch, Russel and Anderson",B1-20000,25,95.83,2395.75,2014-05-12 20:21:05
424914,White-Trantow,B1-20000,8,27.97,223.76,2014-05-12 20:40:41
383080,Will LLC,B1-69924,18,84.16,1514.88,2014-05-13 00:43:54
688981,Keeling LLC,B1-05914,13,69.47,903.11,2014-05-13 01:53:00
141962,Herman LLC,S2-23246,2,82.82,165.64,2014-05-13 06:46:16
642753,Pollich LLC,S2-11481,47,25.08,1178.76,2014-05-13 08:57:48
412290,Jerde-Hilpert,S2-11481,3,71.64,214.92,2014-05-14 02:18:30
688981,Keeling LLC,S2-34077,20,74.2,1484,2014-05-14 08:47:51
688981,Keeling LLC,S2-77896,12,94.78,1137.36,2014-05-14 15:48:57
146832,Kiehn-Spinka,S1-82801,31,44.97,1394.07,2014-05-15 10:54:17
383080,Will LLC,B1-69924,31,56,1736,2014-05-15 15:59:40
527099,Sanford and Sons,B1-69924,24,42.93,1030.32,2014-05-15 20:23:35
688981,Keeling LLC,S2-10342,36,30.89,1112.04,2014-05-15 21:16:48
257198,"Cronin, Oberbrunner and Spencer",S2-83881,23,88.9,2044.7,2014-05-15 22:04:10
604255,"Halvorson, Crona and Champlin",S1-06532,49,21.38,1047.62,2014-05-16 07:19:26
146832,Kiehn-Spinka,S2-11481,2,41.23,82.46,2014-05-16 20:45:34
218895,Kulas Inc,S2-10342,19,96.41,1831.79,2014-05-16 23:25:32
604255,"Halvorson, Crona and Champlin",S1-93683,10,62.19,621.9,2014-05-17 03:27:59
218895,Kulas Inc,S1-93683,36,10.87,391.32,2014-05-17 05:45:06
729833,Koepp Ltd,B1-04202,47,63.45,2982.15,2014-05-17 06:11:12
146832,Kiehn-Spinka,S2-34077,26,28.94,752.44,2014-05-17 20:21:30
729833,Koepp Ltd,S2-10342,-1,97.02,-97.02,2014-05-18 01:11:16
714466,Trantow-Barrows,B1-50809,3,51.6,154.8,2014-05-18 03:13:27
714466,Trantow-Barrows,B1-20000,4,27.5,110,2014-05-18 03:32:39
239344,Stokes LLC,B1-50809,19,22.03,418.57,2014-05-18 08:39:12
307599,"Kassulke, Ondricka and Metz",S1-27722,3,33.4,100.2,2014-05-18 19:21:55
412290,Jerde-Hilpert,B1-69924,9,33.42,300.78,2014-05-18 19:42:10
163416,Purdy-Kunde,B1-20000,49,59.33,2907.17,2014-05-18 20:27:02
604255,"Halvorson, Crona and Champlin",S2-78676,3,78.93,236.79,2014-05-19 13:25:53
412290,Jerde-Hilpert,S2-34077,12,87.85,1054.2,2014-05-19 20:00:40
729833,Koepp Ltd,S2-83881,45,64.9,2920.5,2014-05-19 20:28:41
163416,Purdy-Kunde,B1-53102,39,12.11,472.29,2014-05-19 21:32:55
642753,Pollich LLC,S2-78676,45,77.61,3492.45,2014-05-19 23:21:16
239344,Stokes LLC,S2-00301,11,80.5,885.5,2014-05-20 11:11:21
729833,Koepp Ltd,S2-10342,12,24.45,293.4,2014-05-20 16:54:39
218895,Kulas Inc,S1-82801,40,71.52,2860.8,2014-05-20 23:15:57
737550,"Fritsch, Russel and Anderson",S2-34077,18,85.23,1534.14,2014-05-21 08:59:54
786968,"Frami, Hills and Schmidt",S2-23246,19,31.09,590.71,2014-05-21 19:51:25
527099,Sanford and Sons,S2-10342,18,18.87,339.66,2014-05-22 00:20:39
740150,Barton LLC,B1-69924,38,44.73,1699.74,2014-05-22 01:33:42
424914,White-Trantow,B1-53102,17,38.88,660.96,2014-05-22 01:39:52
642753,Pollich LLC,S1-50961,38,53.68,2039.84,2014-05-22 16:27:05
412290,Jerde-Hilpert,B1-50809,26,84.65,2200.9,2014-05-22 20:21:54
786968,"Frami, Hills and Schmidt",S2-10342,15,31.29,469.35,2014-05-23 06:26:11
688981,Keeling LLC,B1-65551,32,14.69,470.08,2014-05-23 06:42:55
424914,White-Trantow,S2-77896,15,78.12,1171.8,2014-05-23 19:06:29
239344,Stokes LLC,B1-65551,45,35.73,1607.85,2014-05-23 19:53:19
424914,White-Trantow,S1-93683,33,84.54,2789.82,2014-05-24 06:58:00
672390,Kuhn-Gusikowski,B1-65551,40,32.13,1285.2,2014-05-24 09:05:37
163416,Purdy-Kunde,S1-47412,27,77.09,2081.43,2014-05-24 10:17:17
412290,Jerde-Hilpert,B1-38851,39,23.24,906.36,2014-05-25 08:54:11
307599,"Kassulke, Ondricka and Metz",S2-82423,21,89.67,1883.07,2014-05-25 10:34:40
146832,Kiehn-Spinka,S1-27722,10,85.53,855.3,2014-05-25 17:18:07
307599,"Kassulke, Ondricka and Metz",S2-10342,1,55.34,55.34,2014-05-26 00:14:49
527099,Sanford and Sons,B1-04202,19,38.21,725.99,2014-05-26 00:50:09
714466,Trantow-Barrows,B1-33364,35,38.22,1337.7,2014-05-26 06:30:01
740150,Barton LLC,S1-06532,27,57.47,1551.69,2014-05-26 12:38:38
604255,"Halvorson, Crona and Champlin",S1-27722,4,65.18,260.72,2014-05-26 15:37:14
672390,Kuhn-Gusikowski,B1-69924,25,90.82,2270.5,2014-05-26 16:44:41
146832,Kiehn-Spinka,S1-50961,37,19.49,721.13,2014-05-26 18:10:18
527099,Sanford and Sons,S1-50961,23,82.12,1888.76,2014-05-26 18:10:29
688981,Keeling LLC,S2-16558,37,89.7,3318.9,2014-05-27 00:03:47
218895,Kulas Inc,S1-30248,35,72.61,2541.35,2014-05-27 02:50:49
729833,Koepp Ltd,B1-38851,-1,56.49,-56.49,2014-05-27 15:59:03
257198,"Cronin, Oberbrunner and Spencer",B1-20000,9,15.67,141.03,2014-05-28 02:05:21
729833,Koepp Ltd,B1-33364,40,79.61,3184.4,2014-05-28 05:11:36
412290,Jerde-Hilpert,S1-50961,31,84.1,2607.1,2014-05-28 06:56:14
146832,Kiehn-Spinka,B1-33364,28,91.88,2572.64,2014-05-28 14:23:24
383080,Will LLC,S1-06532,39,69.68,2717.52,2014-05-28 14:37:04
740150,Barton LLC,S2-10342,37,64.14,2373.18,2014-05-28 22:17:14
740150,Barton LLC,B1-38851,5,64.41,322.05,2014-05-28 22:34:01
642753,Pollich LLC,S1-27722,42,80.44,3378.48,2014-05-29 07:08:05
141962,Herman LLC,S2-00301,9,84.39,759.51,2014-05-29 09:51:29
672390,Kuhn-Gusikowski,S1-30248,11,74.88,823.68,2014-05-29 10:50:31
786968,"Frami, Hills and Schmidt",B1-53636,7,94.57,661.99,2014-05-29 13:15:55
383080,Will LLC,S2-83881,7,55.14,385.98,2014-05-29 14:08:43
672390,Kuhn-Gusikowski,S2-77896,22,36.53,803.66,2014-05-29 14:36:18
383080,Will LLC,B1-04202,6,60.81,364.86,2014-05-29 23:01:42
604255,"Halvorson, Crona and Champlin",S2-83881,2,58.88,117.76,2014-05-30 04:24:32
729833,Koepp Ltd,S2-10342,40,90.41,3616.4,2014-05-30 21:15:50
740150,Barton LLC,B1-05914,24,13.53,324.72,2014-05-31 05:34:08
383080,Will LLC,B1-69924,49,59.53,2916.97,2014-05-31 07:09:06
527099,Sanford and Sons,S2-77896,35,71.88,2515.8,2014-05-31 13:30:31
412290,Jerde-Hilpert,S2-82423,28,46.02,1288.56,2014-05-31 21:44:24
